,MT_FC,MT_p,MG_FC,MG_p,Comparison
K07030,1.079670803,4.66E-07,1.638689305,1.76E-14,III_IV
K07031,-1.435207526,0.00695231,-1.210985591,0.127671293,III_IV
K07032,0.038582135,0.935464005,-0.126324015,0.894732368,III_IV
K07033,0.192184974,0.614110388,0.835190254,0.008004255,III_IV
K07034,0.984818717,0.011386118,0.35662991,0.61793764,III_IV
K07035,-3.045658553,1.29E-07,-2.464446615,0.000279474,III_IV
K07037,-3.131452598,3.92E-06,-2.624083265,0.006272597,III_IV
K07038,0.526759374,0.238032303,-0.074971551,0.941471365,III_IV
K07039,-2.619105957,0.000119704,-1.527462458,0.086724427,III_IV
K07040,-0.695704879,0.020381633,-0.762051127,0.000202086,III_IV
K07042,1.250276601,3.42E-05,0.069559426,0.771836755,III_IV
K07043,0.499196432,0.394908108,0.729557578,0.270091021,III_IV
K07045,0.670773487,0.143248719,1.536024249,0.162368525,III_IV
K07046,-1.220705238,0.064319248,-1.667213434,0.057721154,III_IV
K07047,0.435505208,0.490805314,-2.345198681,0.006904409,III_IV
K07048,-1.437045007,0.021298782,-0.71567631,0.434112663,III_IV
K07050,-2.173941011,0.000450568,-2.079618577,0.034793745,III_IV
K07052,0.380966493,0.379854529,0.380385577,0.414321332,III_IV
K07053,-2.008751795,0.001484113,-4.569851755,6.46E-09,III_IV
K07054,-1.065612684,0.069610516,-0.642250995,0.556878806,III_IV
K07056,1.309585737,5.61E-05,-0.088550133,0.633735013,III_IV
K07058,1.305693454,0.003344995,1.907760919,4.09E-10,III_IV
K07059,,,0.199112725,0.775726624,III_IV
K07062,1.070687114,0.010658095,-0.579468141,0.54072582,III_IV
K07064,0.474636376,0.224990089,-0.70635061,0.411614368,III_IV
K07065,0.558946706,0.389539282,-0.045089808,0.947539527,III_IV
K07067,-2.645141402,0.000206836,-2.282015809,0.010731542,III_IV
K07068,1.092586007,0.009023487,,,III_IV
K07071,0.766185259,0.218452446,0.352818357,0.729960815,III_IV
K07074,0.766772158,0.050769503,0.04980332,0.948993672,III_IV
K07075,0.545687279,0.220309139,-0.124378686,0.889141681,III_IV
K07076,2.123222901,0.001640483,-0.298558108,0.798872826,III_IV
K07077,0.919491479,0.021925829,1.126576537,0.269744696,III_IV
K07078,0.64663533,0.273418184,-0.456183694,0.632971766,III_IV
K07079,0.530364295,0.263150781,-0.594181229,0.48630047,III_IV
K07080,-2.602720858,0.00058347,-1.772272662,0.015008568,III_IV
K07082,0.551064644,0.082695275,-0.528338526,0.070742123,III_IV
K07083,1.083917697,0.005358322,,,III_IV
K07084,-2.808511506,1.15E-05,-2.966503218,4.14E-06,III_IV
K07085,-2.45180526,3.13E-06,-1.756502004,0.068438193,III_IV
K07088,-1.817831575,0.002191466,-2.723879603,3.05E-06,III_IV
K07089,-1.246353235,0.050762199,-3.869946762,5.01E-10,III_IV
K07090,-0.307577016,0.591008637,-1.952288564,1.01E-05,III_IV
K07091,1.213320775,0.007803735,0.414828281,0.58423391,III_IV
K07093,0.794347373,0.061117344,0.611730068,0.608427119,III_IV
K07094,1.363133246,0.001032151,0.706486556,0.44069705,III_IV
K07095,-1.462546081,0.012596672,-2.804991481,4.30E-06,III_IV
K07097,0.674983699,0.102670504,,,III_IV
K07098,-1.880060631,0.001477349,-1.975050743,0.018642002,III_IV
K07099,-1.541960632,0.016106132,-1.328577896,0.17275058,III_IV
K07101,0.538635138,0.323758801,0.109041608,0.912706385,III_IV
K07104,1.093340484,0.021089646,0.537536042,0.636405923,III_IV
K07105,-1.304775774,0.037038685,-2.526262093,0.004042652,III_IV
K07106,-1.049030117,0.110502227,-1.877089121,0.003301241,III_IV
K07107,-2.095238447,0.000518254,-2.753238479,0.000532009,III_IV
K07109,,,0.539319609,0.477061223,III_IV
K07110,1.211366274,0.004462584,0.401550976,0.702835393,III_IV
K07112,-2.121068494,0.002923932,-1.152067226,0.202132118,III_IV
K07113,1.257287547,0.00421153,1.186615553,0.117766736,III_IV
K07114,-2.382261941,1.51E-09,-3.530683312,2.02E-05,III_IV
K07115,,,0.592365403,0.434301521,III_IV
K07118,1.426951402,0.024109953,1.002217323,0.322083466,III_IV
K07119,1.288225088,0.030685691,0.098647715,0.922913249,III_IV
K07120,0.052819029,0.910083952,-1.640539798,0.071553439,III_IV
K07121,1.339225889,0.002226518,0.714753767,0.347860367,III_IV
K07122,,,0.433105384,0.545213408,III_IV
K07124,1.135823281,0.001474036,0.730993926,0.048874308,III_IV
K07126,-1.582225152,0.004963457,-0.408956261,0.688641382,III_IV
K07127,,,0.35409203,0.615669829,III_IV
K07130,-0.013324375,0.981078313,0.007962224,0.994167807,III_IV
K07132,-0.222102609,0.732699134,-0.727535584,0.519251423,III_IV
K07133,-1.461931724,3.26E-06,-3.103478436,1.56E-09,III_IV
K07136,,,0.449625492,0.537261198,III_IV
K07137,-1.215911393,0.01862883,-2.472676271,0.00654967,III_IV
K07139,-0.244001903,0.706457366,-1.718508652,0.02349112,III_IV
K07140,1.13890372,0.006102101,0.724470417,0.319982143,III_IV
K07141,0.698897137,0.083156081,0.865445803,0.330836808,III_IV
K07145,1.007190303,0.01726298,0.604634805,0.555577062,III_IV
K07146,1.50259467,0.00495866,0.565520071,0.643897513,III_IV
K07147,1.130430542,0.003908817,0.719795741,0.337910865,III_IV
K07148,1.269739069,0.001983399,-0.098504884,0.916219232,III_IV
K07149,-0.147541711,0.792825677,2.020254923,0.015157354,III_IV
K07150,0.204649723,0.711860418,-0.484389331,0.500763021,III_IV
K07151,0.684798942,0.073756876,,,III_IV
K07152,0.261722225,0.533746298,-0.340175324,0.612109894,III_IV
K07153,,,0.357500871,0.602139793,III_IV
K07154,-0.927866396,0.172269991,-3.085069575,0.003746117,III_IV
K07156,0.824896999,0.060499959,0.962323139,0.190840132,III_IV
K07160,-0.979097837,0.11067878,-1.81690487,0.014717685,III_IV
K07162,0.807516568,0.038146966,0.337526118,0.619405425,III_IV
K07164,-2.874759338,8.46E-08,-3.021805304,0.000317267,III_IV
K07165,0.440814033,0.370887979,-1.09671376,0.127671293,III_IV
K07166,0.224006063,0.708669817,-0.199532965,0.73815075,III_IV
K07170,-0.730400365,0.254481503,-0.846012484,0.210731579,III_IV
K07171,0.229828261,0.744605471,-1.533449576,0.025500409,III_IV
K07173,-1.141739678,0.063192774,-2.987007753,1.30E-15,III_IV
K07175,-1.136341364,0.132417771,-2.040222196,0.0681317,III_IV
K07177,3.771606318,8.38E-12,0.218174562,0.49040521,III_IV
K07179,1.037365787,0.010915975,,,III_IV
K07180,1.248653382,0.004681342,0.584302365,0.449780202,III_IV
K07181,-2.35235235,0.000140147,-2.190274895,0.00760666,III_IV
K07182,-1.496368079,0.009487752,-0.821826203,0.372492737,III_IV
K07183,-1.729911561,0.007395288,-4.286394067,2.93E-09,III_IV
K07184,1.19705666,0.002259462,0.347076964,0.624698647,III_IV
K07185,0.961984231,0.016527839,0.443073233,0.575824297,III_IV
K07186,1.043735171,0.010681183,0.195085395,0.764349145,III_IV
K07192,0.538689084,0.271983676,0.539578959,0.550923609,III_IV
K07203,1.139754318,0.002668148,0.430333462,0.549640851,III_IV
K07213,,,0.484627609,0.5348277,III_IV
K07214,-2.232094095,0.000730234,-1.524890448,0.102954806,III_IV
K07216,0.872012187,0.019902766,,,III_IV
K07217,0.984551357,0.012426091,,,III_IV
K07219,-0.863344475,0.058404136,-1.61811026,0.024373782,III_IV
K07220,1.478663579,0.003330962,1.889522412,1.60E-05,III_IV
K07221,-3.115472291,2.77E-05,-2.736026926,0.002433647,III_IV
K07222,1.200916084,0.003954738,0.831471449,0.475426431,III_IV
K07223,1.195683687,0.020229808,0.983682366,0.350922355,III_IV
K07224,1.483037277,0.001427484,0.928439931,0.310039622,III_IV
K07225,1.247756414,0.005912686,0.622173298,0.413292359,III_IV
K07226,0.891647437,0.030941495,,,III_IV
K07227,0.926357648,0.016645649,0.69432072,0.347798241,III_IV
K07229,0.487271665,0.472906995,0.991722169,0.34107106,III_IV
K07230,-1.253201928,0.013605181,-3.962771616,4.35E-09,III_IV
K07231,-0.230905028,0.677129388,-1.240100958,0.156540808,III_IV
K07232,0.978798016,0.01611984,0.449356677,0.547394429,III_IV
K07233,1.179673544,0.01084387,,,III_IV
K07234,1.372065589,0.000428532,,,III_IV
K07238,-1.678779141,0.006229906,-1.667160514,0.048010659,III_IV
K07239,-1.512757585,0.016269618,-1.355242488,0.213315184,III_IV
K07240,-2.954181991,1.34E-06,-2.277286816,0.011379865,III_IV
K07241,,,0.620629806,0.418230381,III_IV
K07243,-0.826314494,0.100220867,-4.06432624,5.31E-09,III_IV
K07245,0.925336743,0.141806825,0.813251229,0.484799447,III_IV
K07248,1.269181555,0.00398689,0.93611313,0.33385187,III_IV
K07250,1.056714369,0.009434637,0.367133122,0.6996582,III_IV
K07251,1.039920487,0.008358988,0.592927455,0.429655841,III_IV
K07257,0.576282986,0.117245037,,,III_IV
K07258,0.011069649,0.975568863,0.605674642,0.027227271,III_IV
K07259,-1.597357292,0.003894889,-4.055002428,2.01E-10,III_IV
K07260,0.938922411,0.044845662,0.235987184,0.815188073,III_IV
K07261,1.457484167,0.000842661,0.402029375,0.582636686,III_IV
K07262,1.207052822,0.002798259,0.204732722,0.762580059,III_IV
K07263,-2.661214986,4.84E-09,-2.487433387,0.025869112,III_IV
K07264,-1.536291234,0.002331409,-1.596168067,0.084476279,III_IV
K07265,,,0.443697988,0.54649351,III_IV
K07266,1.172319598,0.003424394,0.662757513,0.400189934,III_IV
K07267,-2.087648337,0.000901721,-2.687751025,0.000637453,III_IV
K07269,,,0.47018635,0.512825871,III_IV
K07270,0.852610909,0.024019281,,,III_IV
K07271,-2.146150508,0.000275608,-4.408501136,6.33E-07,III_IV
K07272,0.197653927,0.801220255,-4.095482123,1.21E-05,III_IV
K07273,1.848357509,4.06E-09,1.824998609,1.81E-09,III_IV
K07274,1.183299029,0.00421153,0.239402874,0.727672233,III_IV
K07275,1.472968449,0.000308613,0.359770891,0.601156551,III_IV
K07276,0.943360901,0.015702923,,,III_IV
K07277,-2.477234789,6.77E-08,-2.439627715,0.013869314,III_IV
K07278,1.166194303,0.013722862,0.430827442,0.595690564,III_IV
K07279,0.330059974,0.409149785,0.670018785,0.415673668,III_IV
K07280,1.041425184,0.008634975,,,III_IV
K07282,-0.202868398,0.782094085,-1.893159267,0.033874876,III_IV
K07283,,,0.278761704,0.677643704,III_IV
K07284,0.718329339,0.04658257,-1.784167587,1.60E-05,III_IV
K07285,1.213797671,0.00463465,0.52196597,0.484799447,III_IV
K07286,1.112957985,0.008863158,0.201768643,0.770914322,III_IV
K07287,1.235892123,0.005194718,0.483413237,0.53501345,III_IV
K07289,1.320060554,0.001810331,0.479574208,0.537261198,III_IV
K07290,1.182457796,0.00526418,0.392023485,0.612109894,III_IV
K07300,0.980508254,0.012965258,0.649423698,0.394175532,III_IV
K07301,-2.953777066,8.21E-06,-2.105054982,0.022183274,III_IV
K07303,1.031835328,0.016990304,,,III_IV
K07304,0.910505018,0.174769912,1.042034201,0.043773043,III_IV
K07305,1.918585596,0.007054017,0.514252399,0.514038601,III_IV
K07306,1.222707704,0.100039485,0.004666297,0.995641,III_IV
K07307,1.103364841,0.093055651,-0.587565263,0.484799447,III_IV
K07308,0.426015732,0.535752097,-3.066934449,4.87E-05,III_IV
K07309,0.982715726,0.011765014,0.350145895,0.632920741,III_IV
K07310,-1.060870704,0.030107858,-1.533493402,0.090032037,III_IV
K07312,,,0.523462046,0.490420751,III_IV
K07313,2.550225649,4.63E-05,-0.563697075,0.568613203,III_IV
K07314,,,0.479700901,0.508502598,III_IV
K07315,-3.005246665,6.37E-06,-2.911870586,0.000558645,III_IV
K07316,-1.075463517,0.021520434,-0.235232303,0.802192438,III_IV
K07317,-2.273468234,0.000520282,-1.240228514,0.217050278,III_IV
K07318,-2.555999837,7.23E-05,-2.066770511,0.025998842,III_IV
K07319,-3.602973504,9.71E-09,-1.077646636,0.284190114,III_IV
K07320,0.91764949,0.019145815,0.384598503,0.602812699,III_IV
K07322,-3.342713522,1.63E-07,-2.801152738,0.001141732,III_IV
K07323,1.182742417,0.007480411,0.509533798,0.497622398,III_IV
K07326,0.007487397,0.986870327,0.008579941,0.992315686,III_IV
K07334,-1.168365688,0.045764722,1.257042635,0.200784129,III_IV
K07335,0.543982587,0.067825767,3.227465502,4.47E-20,III_IV
K07336,,,0.50057178,0.501250278,III_IV
K07337,1.182864171,0.003330637,0.328002396,0.637605603,III_IV
K07339,-0.985926195,0.047600661,-0.719182756,0.426854599,III_IV
K07340,1.134806736,0.003931122,,,III_IV
K07341,-0.655511342,0.32145669,-1.476189432,0.024224603,III_IV
K07343,1.395657074,0.001010998,-0.513388863,0.540244538,III_IV
K07344,-1.078374467,0.125983668,-1.408854484,0.049747295,III_IV
K07345,0.732531413,0.06584134,0.405081832,0.575690023,III_IV
K07346,0.665145071,0.108216928,0.256951885,0.721653552,III_IV
K07347,0.796721745,0.07159703,0.768172841,0.383479027,III_IV
K07348,,,0.133840511,0.840666505,III_IV
K07349,,,0.407679955,0.58305435,III_IV
K07350,1.107037168,0.006012587,0.375958214,0.616138774,III_IV
K07357,,,0.53466016,0.482691398,III_IV
K07358,,,0.267779194,0.686021117,III_IV
K07374,0.452644906,0.348351193,0.801625759,0.265103533,III_IV
K07375,0.858375657,0.036232101,0.405571429,0.6057995,III_IV
K07386,0.771016267,9.71E-06,0.943596231,7.43E-11,III_IV
K07387,-2.901153862,1.33E-05,-2.677517433,0.004944691,III_IV
K07390,1.470300418,0.000946516,,,III_IV
K07391,-2.001170798,0.0010921,-3.782236243,1.41E-09,III_IV
K07392,,,0.561916611,0.436700881,III_IV
K07393,1.072567609,0.031534818,0.214572105,0.841998085,III_IV
K07397,-0.203490417,0.659518632,-0.406313474,0.685758089,III_IV
K07399,0.917507466,0.187704459,0.050120223,0.95994658,III_IV
K07400,1.253948775,0.003666495,0.564480085,0.439734865,III_IV
K07402,-0.719207931,0.183198885,-1.486412921,0.073950977,III_IV
K07403,-1.221295011,0.053444441,-1.663098122,0.041805779,III_IV
K07404,1.705385145,0.00019908,3.42209244,4.47E-20,III_IV
K07405,-3.262164746,1.49E-06,-2.876693094,0.003024208,III_IV
K07406,,,0.383037792,0.597031261,III_IV
K07407,-1.701827634,0.006445495,-2.155144324,0.03237984,III_IV
K07442,-0.736050414,0.257092785,-4.87921965,7.32E-09,III_IV
K07443,0.888124888,0.043891648,0.217959624,0.803855874,III_IV
K07444,0.009286974,0.97647858,1.183632968,1.74E-05,III_IV
K07445,0.600885538,0.131835766,-0.541337053,0.534771613,III_IV
K07447,1.675384691,5.01E-12,0.243513906,0.118487532,III_IV
K07448,-1.390243987,0.029954364,-0.999441695,0.36290047,III_IV
K07450,2.202741285,0.001557162,0.254176442,0.836686648,III_IV
K07452,-1.677868807,0.001276044,-0.955864875,0.372136226,III_IV
K07454,-1.818284483,0.005044063,-0.848888535,0.382188759,III_IV
K07455,-1.1752409,0.056446873,-1.706195405,0.065429518,III_IV
K07456,0.282574774,0.189626753,1.664956025,1.32E-11,III_IV
K07457,1.106863277,0.017246503,-0.916445951,0.367969033,III_IV
K07458,-1.04928298,0.059167942,-2.480147503,0.004320244,III_IV
K07459,-0.803077545,0.175322318,-1.243123811,0.318784986,III_IV
K07460,-2.675467583,2.39E-06,-4.168137579,3.80E-10,III_IV
K07461,1.798188168,0.006062297,4.761828908,5.71E-38,III_IV
K07462,0.249500648,0.335660194,0.841115748,4.85E-05,III_IV
K07464,0.132206207,0.771229272,-0.757792927,0.410295183,III_IV
K07465,0.89075842,0.031289294,-0.756706582,0.46252721,III_IV
K07467,2.613919806,0.000205421,1.355526309,0.07174927,III_IV
K07471,,,0.310382505,0.650746287,III_IV
K07473,1.906069859,9.78E-06,0.690155097,0.028860489,III_IV
K07474,0.895489514,0.141496465,0.284117322,0.760984145,III_IV
K07476,,,0.796492871,0.324737734,III_IV
K07478,-0.090584562,0.808457895,0.168750589,0.190973465,III_IV
K07479,0.968273415,0.019976904,0.135566711,0.842828854,III_IV
K07480,1.113427315,0.021789378,0.490722743,0.55888792,III_IV
K07481,-3.175495116,3.92E-07,-2.783802711,0.02876805,III_IV
K07482,0.509612713,0.305091289,-1.094162619,0.103080059,III_IV
K07483,0.842892676,0.170783225,0.416430414,0.538523427,III_IV
K07484,-1.726261701,0.007819833,-1.864737301,0.061824534,III_IV
K07485,-0.113327879,0.876863334,-1.680694708,0.002628793,III_IV
K07486,-1.182091234,0.035552011,-0.199623705,0.842936461,III_IV
K07487,-0.040285844,0.952103064,0.25425803,0.822291737,III_IV
K07489,0.852958591,0.09423711,-1.315070236,0.229642635,III_IV
K07491,-1.614646139,0.009682713,-0.092030692,0.921105016,III_IV
K07492,1.038681272,0.073896483,-0.700696533,0.623889571,III_IV
K07493,0.563357879,0.306058737,1.027675406,0.310249622,III_IV
K07494,0.672741975,0.147752049,-0.304524152,0.761379659,III_IV
K07495,-2.484340551,0.000415138,-2.10469553,0.06170847,III_IV
K07496,0.427633645,0.304237318,0.547852318,0.527724345,III_IV
K07497,1.451798264,0.000351964,0.985061599,0.001325602,III_IV
K07498,-1.141122204,0.05888301,-3.529425064,2.23E-07,III_IV
K07502,-0.945965015,0.041920612,-1.537859329,0.058242617,III_IV
K07503,-1.684755146,0.011859952,-4.204185955,5.74E-08,III_IV
K07504,-3.162009817,2.96E-05,-2.065589391,0.003301241,III_IV
K07505,0.46227838,0.275442961,-0.759383744,0.444491092,III_IV
K07506,1.128228931,0.008856804,,,III_IV
K07507,2.624159056,1.44E-05,3.038362408,1.74E-15,III_IV
K07516,0.65274745,0.080491056,0.509270487,0.533782535,III_IV
K07533,3.271463491,6.64E-16,3.205940605,4.57E-22,III_IV
K07552,0.615345846,0.188833404,0.477383815,0.672711237,III_IV
K07559,0.722265334,0.058565236,-0.284782685,0.686305865,III_IV
K07560,-0.192463523,0.714551763,-0.038462336,0.897023373,III_IV
K07566,-0.77549839,0.01012327,-0.244313699,0.218866828,III_IV
K07567,-2.448156398,2.34E-05,-3.68210915,3.71E-08,III_IV
K07568,-2.389966563,3.29E-06,-3.051141138,1.61E-05,III_IV
K07570,0.117573069,0.840788188,-0.159961894,0.872665156,III_IV
K07571,-2.439240475,3.14E-05,-1.067693853,0.118175188,III_IV
K07574,-2.612846093,2.13E-05,-3.325103379,2.24E-09,III_IV
K07576,0.843826344,0.090692439,0.68301351,0.510638394,III_IV
K07584,-2.248890281,0.002877471,-0.732104722,0.435722715,III_IV
K07586,-0.288153862,0.721322931,-0.042994963,0.966248763,III_IV
K07588,-1.594136947,0.008688709,-1.427978127,0.098240716,III_IV
K07589,,,0.290245333,0.669646757,III_IV
K07590,0.765178563,0.240332659,0.32618578,0.688641382,III_IV
K07592,0.726349338,0.073534576,0.31057109,0.662292689,III_IV
K07603,-1.8543661,0.001012302,-0.946978194,0.185136232,III_IV
K07604,0.982776949,0.015527753,,,III_IV
K07636,-1.819659672,0.000372201,-2.941663266,1.69E-06,III_IV
K07637,,,0.328168534,0.649386341,III_IV
K07638,1.123398137,0.008276685,0.321788697,0.656225656,III_IV
K07639,,,0.572775625,0.445723672,III_IV
K07640,1.379688581,0.001772007,0.306069917,0.685758089,III_IV
K07641,,,0.491826377,0.514620002,III_IV
K07642,-1.245751271,0.057960564,-3.286604555,3.26E-05,III_IV
K07643,1.381281674,0.001126309,0.370631209,0.612109894,III_IV
K07644,0.386900899,0.350162682,-0.02388953,0.980354506,III_IV
K07645,0.412475866,0.323784158,0.478394485,0.568432904,III_IV
K07646,0.033379245,0.962817841,0.553632827,0.606123079,III_IV
K07647,,,0.445594052,0.572460292,III_IV
K07648,1.260581547,0.002878248,0.788369171,0.318577083,III_IV
K07649,0.773858463,0.042755834,,,III_IV
K07650,0.845856657,0.030805448,-0.402470525,0.659207269,III_IV
K07651,-1.107093658,0.041355497,-1.277568392,0.238971053,III_IV
K07652,3.431131754,1.72E-15,4.407855185,2.61E-40,III_IV
K07653,0.95066522,0.1410805,0.626661118,0.568611465,III_IV
K07654,0.335553497,0.626491317,-2.294587543,0.019825251,III_IV
K07657,0.491863807,0.374688228,2.900811685,1.60E-07,III_IV
K07658,-0.81963577,0.037162914,-2.920643463,1.75E-15,III_IV
K07659,-2.318186891,0.000390843,-1.608236206,0.050125266,III_IV
K07660,1.092510538,0.009669264,0.393928442,0.581437699,III_IV
K07661,-1.803533218,0.016420282,-0.897098578,0.295822594,III_IV
K07662,1.412085218,0.001026515,0.727296398,0.347860367,III_IV
K07663,,,0.366098574,0.611004433,III_IV
K07664,-3.018767437,1.67E-05,0.566795919,0.489873234,III_IV
K07665,-2.369061817,3.24E-05,-1.19415196,0.133066427,III_IV
K07666,,,0.578785112,0.441918923,III_IV
K07667,0.948114255,0.088686417,-0.920631506,0.342886439,III_IV
K07668,2.526022651,1.25E-08,2.057520111,7.82E-19,III_IV
K07669,0.363180468,0.439704498,-1.776811035,0.018710976,III_IV
K07670,1.871445635,0.001225756,4.755951115,1.41E-15,III_IV
K07673,1.258450577,0.005475092,0.221412331,0.76213941,III_IV
K07674,1.565657878,0.000380886,0.585633185,0.469855846,III_IV
K07675,-0.137458995,0.799218095,-0.669347289,0.620333828,III_IV
K07676,1.105283928,0.01230378,0.835727837,0.272574963,III_IV
K07677,1.345581923,0.002075882,0.343023933,0.656379474,III_IV
K07678,1.044876612,0.020414929,0.628351858,0.45371689,III_IV
